"","id","name","sensor","unit","dur_code","collection_method","start_date","end_date"
"2146","ORX","OLD RIVER ABOVE DOUGHTY CUT","EL COND","uS/cm","event","DATA XCHG-DWR NCRO",2014-01-17,2021-06-01
"2147","ORX","OLD RIVER ABOVE DOUGHTY CUT","FLOW","CFS","event","DATA XCHG-DWR NCRO",2013-05-08,2021-06-01
"2148","ORX","OLD RIVER ABOVE DOUGHTY CUT","RIV STG","FEET","event","DATA XCHG-DWR NCRO",2017-09-15,2021-06-01
"2149","ORX","OLD RIVER ABOVE DOUGHTY CUT","TEMP W","DEG F","event","DATA XCHG-DWR NCRO",2013-05-08,2021-06-01
"2150","ORX","OLD RIVER ABOVE DOUGHTY CUT","DIS OXY","MG/L","event","DATA XCHG-DWR NCRO",2018-05-02,2021-06-01
"2151","ORX","OLD RIVER ABOVE DOUGHTY CUT","PH VAL","PH","event","DATA XCHG-DWR NCRO",2018-05-02,2021-06-01
"2152","ORX","OLD RIVER ABOVE DOUGHTY CUT","TURB WF","FNU","event","DATA XCHG-DWR NCRO",2018-05-02,2021-06-01
"2153","ORX","OLD RIVER ABOVE DOUGHTY CUT","VLOCITY","FT/SEC","event","DATA XCHG-DWR NCRO",2013-05-08,2021-06-01
"2154","OTR","OWENS RIVER BELOW TINEMAHA RESERVOIR","MON FNF","AF","monthly","MANUAL ENTRY",2000-10-01,2021-06-01
"2155","OWL","OWENS RIVER-LONG VLY","MON FNF","AF","monthly","MANUAL ENTRY",1907-10-01,2021-06-01
"2156","OWL","OWENS RIVER-LONG VLY","MON FLO","AF","monthly","MANUAL ENTRY",1974-10-01,2021-06-01
"2157","OXB","MIDDLE FK AMERICAN R NR OXBOW PH","FLOW","CFS","event","COMPUTED",1997-10-21,2021-06-01
"2158","OXB","MIDDLE FK AMERICAN R NR OXBOW PH","RIV STG","FEET","event","SATELLITE",1997-10-21,2021-06-01
"2159","OXB","MIDDLE FK AMERICAN R NR OXBOW PH","BAT VOL","VOLTS","hourly","SATELLITE",1997-10-23,2021-06-01
"2160","OXB","MIDDLE FK AMERICAN R NR OXBOW PH","FLOW","CFS","hourly","COMPUTED",1997-11-25,2021-06-01
"2161","OXB","MIDDLE FK AMERICAN R NR OXBOW PH","RIV STG","FEET","hourly","SATELLITE",1997-10-23,2021-06-01
"2162","P35","PIT RIVER BELOW LAKE BRITTON","M FLOW","CFS","daily","COMPUTED",2020-01-01,2021-06-01
"2163","P35","PIT RIVER BELOW LAKE BRITTON","FLOW","CFS","hourly","DATA XCHG-PGE",2011-09-28,2021-06-01
"2164","PDC","PARADISE CUT","EL COND","uS/cm","event","DATA XCHG-DWR DES",2015-03-19,2021-06-01
"2165","PDC","PARADISE CUT","FLOW","CFS","event","DATA XCHG-DWR DES",2014-04-18,2021-06-01
"2166","PDC","PARADISE CUT","RIV STG","FEET","event","DATA XCHG-DWR NCRO",2017-09-15,2021-06-01
"2167","PDC","PARADISE CUT","TEMP W","DEG F","event","DATA XCHG-DWR DES",2014-04-18,2021-06-01
"2168","PDC","PARADISE CUT","VLOCITY","FT/SEC","event","DATA XCHG-DWR DES",2014-04-18,2021-06-01
"2169","PDR","MILL CREEK NEAR PIEDRA","M FLOW","CFS","daily","COMPUTED",2016-04-01,2021-06-01
"2170","PDR","MILL CREEK NEAR PIEDRA","BAT VOL","VOLTS","event","SATELLITE",2008-03-06,2021-06-01
"2171","PDR","MILL CREEK NEAR PIEDRA","RIV STG","FEET","event","SATELLITE",2008-03-06,2021-06-01
"2172","PDR","MILL CREEK NEAR PIEDRA","FLOW","CFS","hourly","DATA XCHG-USACE SAC",2007-05-09,2021-06-01
"2173","PIR","PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","BAT VOL","VOLTS","event","SATELLITE",2012-10-01,2021-06-01
"2174","PIR","PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","FLOW","CFS","event","COMPUTED",2012-10-01,2021-06-01
"2175","PIR","PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","FLOW.XX","CFS.XX","event","COMPUTED",2020-01-01,2021-06-01
"2176","PIR","PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","RIV STG","FEET","event","SATELLITE",2012-10-01,2021-06-01
"2177","PIR","PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","FLOW","CFS","hourly","FROM 15-MINUTE DATA",1993-03-30,2021-06-01
"2178","PIR","PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","FLOW.XX","CFS.XX","hourly","FROM 15-MINUTE DATA",2020-01-01,2021-06-01
"2179","PIR","PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","RIV STG","FEET","hourly","FROM 15-MINUTE DATA",1990-10-30,2021-06-01
"2180","PIR","PIRU CREEK BLW BUCK CR NR PYRAMID LAKE","BAT VOL","VOLTS","hourly","SATELLITE",1995-01-01,2012-10-01
"2181","PMN","PIT RIVER NEAR MONTGOMERY CREEK","M FLOW","CFS","daily","COMPUTED",1993-01-01,2021-06-01
"2182","PMN","PIT RIVER NEAR MONTGOMERY CREEK","FLOW","CFS","event","COMPUTED",2018-03-14,2021-06-01
"2183","PMN","PIT RIVER NEAR MONTGOMERY CREEK","RIV STG","FEET","event","SATELLITE",2010-09-02,2021-06-01
"2184","PMN","PIT RIVER NEAR MONTGOMERY CREEK","BAT VOL","VOLTS","hourly","SATELLITE",1995-02-01,2021-06-01
"2185","PMN","PIT RIVER NEAR MONTGOMERY CREEK","FLOW","CFS","hourly","COMPUTED",2004-06-09,2021-06-01
"2186","PMN","PIT RIVER NEAR MONTGOMERY CREEK","RIV STG","FEET","hourly","FROM 15-MINUTE DATA",1990-05-16,2021-06-01
"2187","PMN","PIT RIVER NEAR MONTGOMERY CREEK","TEMP W","DEG F","hourly","SATELLITE",1990-05-16,2021-06-01
"2188","PMN","PIT RIVER NEAR MONTGOMERY CREEK","TURB W","NTU","hourly","SATELLITE",1990-05-16,2021-06-01
"2189","PMN","PIT RIVER NEAR MONTGOMERY CREEK","DIS OXY","MG/L","hourly","SATELLITE",1990-05-16,2017-11-01
"2190","PNF","PINE FLAT DAM","EVP PAN","INCHES","daily","DATA XCHG-USACE SAC",1994-01-02,2021-06-01
"2191","PNF","PINE FLAT DAM","FNF","CFS","daily","DATA XCHG-USACE SAC",1987-05-31,2021-06-01
"2192","PNF","PINE FLAT DAM","PPT INC","INCHES","daily","DATA XCHG-USACE SAC",1985-01-01,2021-06-01
"2193","PNF","PINE FLAT DAM","PPTINC4","INCHES","daily","DATA XCHG-NWS",2014-07-01,2021-06-01
"2194","PNF","PINE FLAT DAM","ABV TOC","AF","daily","COMPUTED",2010-01-01,2021-06-01
"2195","PNF","PINE FLAT DAM","RES ELE","FEET","daily","COMPUTED",1985-01-01,2021-06-01
"2196","PNF","PINE FLAT DAM","INFLOW","CFS","daily","DATA XCHG-USACE SAC",1994-01-02,2021-06-01
"2197","PNF","PINE FLAT DAM","OUTFLOW","CFS","daily","DATA XCHG-USACE SAC",1987-06-21,2021-06-01
"2198","PNF","PINE FLAT DAM","STORAGE","AF","daily","COMPUTED",1985-01-01,2021-06-01
"2199","PNF","PINE FLAT DAM","RES CHG","AF","daily","COMPUTED",1993-10-03,2021-06-01
"2200","PNF","PINE FLAT DAM","TOC STO","AF","daily","DATA XCHG-USACE SAC",2000-10-20,2021-06-01
"2201","PNF","PINE FLAT DAM","WINDLEN","MILES","daily","DATA XCHG-USACE SAC",1994-01-09,2021-06-01
"2202","PNF","PINE FLAT DAM","REL SCH","CFS","event","MANUAL ENTRY",1995-10-01,2021-06-01
"2203","PNF","PINE FLAT DAM","RAIN","INCHES","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2204","PNF","PINE FLAT DAM","RES ELE","FEET","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2205","PNF","PINE FLAT DAM","INFLOW","CFS","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2206","PNF","PINE FLAT DAM","OUTFLOW","CFS","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2207","PNF","PINE FLAT DAM","STORAGE","AF","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2208","PNF","PINE FLAT DAM","RAIN","INCHES","monthly","MANUAL ENTRY",1948-10-01,2021-06-01
"2209","PNF","PINE FLAT DAM","STORAGE","AF","monthly","MANUAL ENTRY",1951-12-01,2021-06-01
"2210","PNF","PINE FLAT DAM","TEMP MX","DEG F","daily","DATA XCHG-USACE SAC",1994-01-02,2014-06-11
"2211","PNF","PINE FLAT DAM","TEMP MN","DEG F","daily","DATA XCHG-USACE SAC",1994-01-02,2014-06-11
"2212","PNF","PINE FLAT DAM","AVG INF","CFS","hourly","DATA XCHG-USACE SAC",2000-03-07,2004-02-13
"2213","PR4","PH-30 PIT RIVER BLW PIT NO 4 DAM","M FLOW","CFS","daily","COMPUTED",2020-01-01,2021-06-01
"2214","PR4","PH-30 PIT RIVER BLW PIT NO 4 DAM","FLOW","CFS","hourly","DATA XCHG-PGE",2010-06-30,2021-06-01
"2215","PRB","PH-27 PIT RIVER AT BIG BEND","M FLOW","CFS","daily","COMPUTED",2020-01-01,2021-06-01
"2216","PRB","PH-27 PIT RIVER AT BIG BEND","FLOW","CFS","hourly","DATA XCHG-PGE",2010-06-30,2021-06-01
"2217","RBG","SF RUBICON RIVER BELOW GERLE CK","FLOW","CFS","hourly","DATA XCHG-SMUD",2014-10-21,2021-06-01
"2218","RBG","SF RUBICON RIVER BELOW GERLE CK","RIV STG","FEET","hourly","DATA XCHG-SMUD",2011-05-19,2021-06-01
"2219","RBW","RAINBOW DIVERSION DAM","TEMP AV","DEG F","daily","COMPUTED",2008-10-20,2021-06-01
"2220","RBW","RAINBOW DIVERSION DAM","TEMP MX","DEG F","daily","COMPUTED",2008-10-20,2021-06-01
"2221","RBW","RAINBOW DIVERSION DAM","TEMP MN","DEG F","daily","COMPUTED",2008-10-20,2021-06-01
"2222","RBW","RAINBOW DIVERSION DAM","BAR PRE","INCHES","hourly","SATELLITE",2007-11-13,2021-06-01
"2223","RBW","RAINBOW DIVERSION DAM","BAT VOL","VOLTS","hourly","SATELLITE",2007-11-13,2021-06-01
"2224","RBW","RAINBOW DIVERSION DAM","FLOW","CFS","hourly","COMPUTED",2008-01-29,2021-06-01
"2225","RBW","RAINBOW DIVERSION DAM","RAINTIP","INCHES","hourly","SATELLITE",2007-11-13,2021-06-01
"2226","RBW","RAINBOW DIVERSION DAM","REL HUM","%","hourly","SATELLITE",2007-11-13,2021-06-01
"2227","RBW","RAINBOW DIVERSION DAM","RIV STG","FEET","hourly","SATELLITE",2007-11-13,2021-06-01
"2228","RBW","RAINBOW DIVERSION DAM","TEMPIDX","DEG F","hourly","SATELLITE",2007-11-13,2021-06-01
"2229","RBW","RAINBOW DIVERSION DAM","TEMP","DEG F","hourly","SATELLITE",2007-11-13,2021-06-01
"2230","RBW","RAINBOW DIVERSION DAM","DEW PT","DEG F","hourly","SATELLITE",2007-11-13,2021-06-01
"2231","RCS","RIDGE CUT SLOUGH AT KNIGHTS LANDING","FLOW","CFS","event","DATA XCHG-DWR NCRO",2009-06-30,2021-06-01
"2232","RCS","RIDGE CUT SLOUGH AT KNIGHTS LANDING","RIV STG","FEET","event","DATA XCHG-DWR NCRO",2017-09-15,2021-06-01
"2233","RCS","RIDGE CUT SLOUGH AT KNIGHTS LANDING","TEMP W","DEG F","event","DATA XCHG-DWR NCRO",2011-09-20,2021-06-01
"2234","RCS","RIDGE CUT SLOUGH AT KNIGHTS LANDING","VLOCITY","FT/SEC","event","DATA XCHG-DWR NCRO",2009-06-30,2021-06-01
"2235","RRI","ROUGH AND READY ISLAND","EL COND","uS/cm","daily","COMPUTED",2004-07-01,2021-06-01
"2236","RRI","ROUGH AND READY ISLAND","TEMP AV","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"2237","RRI","ROUGH AND READY ISLAND","TEMP MX","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"2238","RRI","ROUGH AND READY ISLAND","TEMP MN","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"2239","RRI","ROUGH AND READY ISLAND","TEMP W","DEG F","daily","COMPUTED",2004-05-01,2021-06-01
"2240","RRI","ROUGH AND READY ISLAND","BAT VOL","VOLTS","event","SATELLITE",2000-08-28,2021-06-01
"2241","RRI","ROUGH AND READY ISLAND","CHLORPH","ug/L","event","SATELLITE",2001-11-13,2021-06-01
"2242","RRI","ROUGH AND READY ISLAND","EL COND","uS/cm","event","SATELLITE",2002-11-26,2021-06-01
"2243","RRI","ROUGH AND READY ISLAND","RIV STG","FEET","event","SATELLITE",2000-08-28,2021-06-01
"2244","RRI","ROUGH AND READY ISLAND","SOLAR R","W/M^2","event","SATELLITE",2008-01-23,2021-06-01
"2245","RRI","ROUGH AND READY ISLAND","TEMP","DEG F","event","SATELLITE",2000-08-28,2021-06-01
"2246","RRI","ROUGH AND READY ISLAND","TEMP W","DEG F","event","SATELLITE",2000-08-28,2021-06-01
"2247","RRI","ROUGH AND READY ISLAND","DIS OXY","MG/L","event","SATELLITE",2000-08-28,2021-06-01
"2248","RRI","ROUGH AND READY ISLAND","PH VAL","PH","event","SATELLITE",2007-12-06,2021-06-01
"2249","RRI","ROUGH AND READY ISLAND","TURB W","NTU","event","SATELLITE",2001-11-13,2021-06-01
"2250","RRI","ROUGH AND READY ISLAND","WIND DR","DEG","event","SATELLITE",2008-01-23,2021-06-01
"2251","RRI","ROUGH AND READY ISLAND","WIND SP","MPH","event","SATELLITE",2008-01-23,2021-06-01
"2252","RRI","ROUGH AND READY ISLAND","FLOW","CFS","event","SATELLITE",2000-08-28,2018-09-07
"2253","RRI","ROUGH AND READY ISLAND","VLOCITY","FT/SEC","event","SATELLITE",2000-08-28,2018-09-07
"2254","RRI","ROUGH AND READY ISLAND","RIVST88","FEET","event","COMPUTED",2006-02-02,2006-09-30
"2255","RRI","ROUGH AND READY ISLAND","EL CND","mS/cm","event","SATELLITE",2000-08-28,2002-11-26
"2256","S12","MF STANISLAUS R BL SANDBAR DIV DAM","FLOW","CFS","hourly","DATA XCHG-PGE",2013-08-01,2021-06-01
"2257","S52","MF STANISLAUS R AT KENNEDY MEADOWS","FLOW","CFS","hourly","DATA XCHG-PGE",2013-08-01,2021-06-01
"2258","S61","SF STANISLAUS R AT STRAWBERRY","FLOW","CFS","hourly","DATA XCHG-PGE",2013-08-01,2021-06-01
"2259","S83","SF STANISLAUS R NR STRAWBERRY DIV DAM","FLOW","CFS","hourly","DATA XCHG-PGE",2013-08-01,2021-06-01
"2260","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","AJ 10%","AF","event","COMPUTED",1961-02-01,2021-06-01
"2261","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","AJ 50%","AF","event","COMPUTED",1952-04-01,2021-06-01
"2262","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","AJ 90%","AF","event","COMPUTED",1961-02-01,2021-06-01
"2263","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","WY 10%","AF","event","COMPUTED",1978-04-01,2021-06-01
"2264","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","WY 50%","AF","event","COMPUTED",1931-04-01,2021-06-01
"2265","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","WY 90%","AF","event","COMPUTED",1978-04-01,2021-06-01
"2266","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","MON FNF","AF","monthly","MANUAL ENTRY",1905-10-01,2021-06-01
"2267","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","IRR&CNS","AF","monthly","MANUAL ENTRY",1985-10-01,2021-06-01
"2268","SBB","SACRAMENTO RIVER ABV BEND BRIDGE","MON FLO","AF","monthly","MANUAL ENTRY",1905-01-01,2021-06-01
"2269","SCC","SUCCESS DAM","EVP PAN","INCHES","daily","DATA XCHG-USACE SAC",1994-01-02,2021-06-01
"2270","SCC","SUCCESS DAM","FNF","CFS","daily","DATA XCHG-USACE SAC",1988-01-01,2021-06-01
"2271","SCC","SUCCESS DAM","PPT INC","INCHES","daily","DATA XCHG-USACE SAC",1988-01-01,2021-06-01
"2272","SCC","SUCCESS DAM","PPTINC4","INCHES","daily","DATA XCHG-NWS",2014-07-01,2021-06-01
"2273","SCC","SUCCESS DAM","ABV TOC","AF","daily","COMPUTED",2012-06-01,2021-06-01
"2274","SCC","SUCCESS DAM","RES ELE","FEET","daily","DATA XCHG-USACE SAC",1988-01-04,2021-06-01
"2275","SCC","SUCCESS DAM","INFLOW","CFS","daily","DATA XCHG-USACE SAC",1994-01-02,2021-06-01
"2276","SCC","SUCCESS DAM","OUTFLOW","CFS","daily","DATA XCHG-USACE SAC",1993-10-01,2021-06-01
"2277","SCC","SUCCESS DAM","STORAGE","AF","daily","COMPUTED",1988-01-04,2021-06-01
"2278","SCC","SUCCESS DAM","RES CHG","AF","daily","COMPUTED",1993-10-03,2021-06-01
"2279","SCC","SUCCESS DAM","TOC STO","AF","daily","DATA XCHG-USACE SAC",2000-10-20,2021-06-01
"2280","SCC","SUCCESS DAM","TEMP MX","DEG F","daily","DATA XCHG-USACE SAC",1994-01-02,2021-06-01
"2281","SCC","SUCCESS DAM","TEMP MN","DEG F","daily","DATA XCHG-USACE SAC",1994-01-02,2021-06-01
"2282","SCC","SUCCESS DAM","WINDLEN","MILES","daily","DATA XCHG-USACE SAC",1994-10-30,2021-06-01
"2283","SCC","SUCCESS DAM","AJ 10%","AF","event","COMPUTED",1961-02-01,2021-06-01
"2284","SCC","SUCCESS DAM","AJ 50%","AF","event","COMPUTED",1953-04-01,2021-06-01
"2285","SCC","SUCCESS DAM","AJ 90%","AF","event","COMPUTED",1961-02-01,2021-06-01
"2286","SCC","SUCCESS DAM","REL SCH","CFS","event","MANUAL ENTRY",1995-10-01,2021-06-01
"2287","SCC","SUCCESS DAM","WY 10%","AF","event","COMPUTED",1978-04-01,2021-06-01
"2288","SCC","SUCCESS DAM","WY 50%","AF","event","COMPUTED",1953-04-01,2021-06-01
"2289","SCC","SUCCESS DAM","WY 90%","AF","event","COMPUTED",1978-04-01,2021-06-01
"2290","SCC","SUCCESS DAM","RAIN","INCHES","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2291","SCC","SUCCESS DAM","RES ELE","FEET","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2292","SCC","SUCCESS DAM","INFLOW","CFS","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2293","SCC","SUCCESS DAM","OUTFLOW","CFS","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2294","SCC","SUCCESS DAM","STORAGE","AF","hourly","DATA XCHG-USACE SAC",1988-12-07,2021-06-01
"2295","SCC","SUCCESS DAM","MON FNF","AF","monthly","MANUAL ENTRY",1930-10-01,2021-06-01
"2296","SCC","SUCCESS DAM","MON FLO","AF","monthly","MANUAL ENTRY",1960-10-01,2021-06-01
"2297","SCC","SUCCESS DAM","RAIN","INCHES","monthly","MANUAL ENTRY",1959-10-01,2021-06-01
"2298","SCC","SUCCESS DAM","STORAGE","AF","monthly","MANUAL ENTRY",1960-11-01,2021-06-01
"2299","SCC","SUCCESS DAM","AVG INF","CFS","hourly","DATA XCHG-USACE SAC",2000-03-07,2004-02-13
"2300","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","BAR PRE","INCHES","hourly","SATELLITE",2014-12-09,2021-06-01
"2301","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","BAT VOL","VOLTS","hourly","SATELLITE",2014-12-09,2021-06-01
"2302","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","FLOW","CFS","hourly","SATELLITE",2014-12-09,2021-06-01
"2303","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","RAIN","INCHES","hourly","SATELLITE",2014-12-09,2021-06-01
"2304","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","REL HUM","%","hourly","SATELLITE",2014-12-09,2021-06-01
"2305","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","RIV STG","FEET","hourly","SATELLITE",2014-12-09,2021-06-01
"2306","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","TEMP","DEG F","hourly","SATELLITE",2014-12-09,2021-06-01
"2307","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","DEW PT","DEG F","hourly","SATELLITE",2014-12-09,2021-06-01
"2308","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","WIND DR","DEG","hourly","SATELLITE",2014-12-09,2021-06-01
"2309","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","PEAK WS","MPH","hourly","SATELLITE",2014-12-09,2021-06-01
"2310","SCG","STONY CK NR GRIZZLY FLAT (CO RD 200A)","WIND SP","MPH","hourly","SATELLITE",2014-12-09,2021-06-01
"2311","SCS","SCOTTS CK NR LAKEPORT","FLOW","CFS","event","COMPUTED",2008-04-16,2021-06-01
"2312","SCS","SCOTTS CK NR LAKEPORT","RIV STG","FEET","event","SATELLITE",2006-10-24,2021-06-01
"2313","SCS","SCOTTS CK NR LAKEPORT","BAT VOL","VOLTS","hourly","SATELLITE",2006-10-24,2021-06-01
"2314","SDA","SUGAR CK BLW DARBEE DITCH NR CALLAHAN","BAT VOL","VOLTS","event","SATELLITE",2010-05-12,2021-06-01
"2315","SDA","SUGAR CK BLW DARBEE DITCH NR CALLAHAN","FLOW.XX","CFS.XX","event","SATELLITE",2010-05-12,2021-06-01
"2316","SDA","SUGAR CK BLW DARBEE DITCH NR CALLAHAN","RIV STG","FEET","event","SATELLITE",2010-05-12,2021-06-01
"2317","SDA","SUGAR CK BLW DARBEE DITCH NR CALLAHAN","HEAD HT","FEET","event","SATELLITE",2010-05-12,2010-09-20
"2318","SDP","SAN JOAQUIN R NR DOS PALOS","CHLORPH","ug/L","daily","COMPUTED",2010-01-01,2021-06-01
"2319","SDP","SAN JOAQUIN R NR DOS PALOS","EL COND","uS/cm","daily","COMPUTED",2009-12-03,2021-06-01
"2320","SDP","SAN JOAQUIN R NR DOS PALOS","FLOW","CFS","daily","COMPUTED",2011-12-01,2021-06-01
"2321","SDP","SAN JOAQUIN R NR DOS PALOS","TEMP W","DEG F","daily","COMPUTED",2009-12-03,2021-06-01
"2322","SDP","SAN JOAQUIN R NR DOS PALOS","DIS OXY","MG/L","daily","COMPUTED",2010-01-01,2021-06-01
"2323","SDP","SAN JOAQUIN R NR DOS PALOS","PH VAL","PH","daily","COMPUTED",2010-01-01,2021-06-01
"2324","SDP","SAN JOAQUIN R NR DOS PALOS","TURB W","NTU","daily","COMPUTED",2010-01-01,2021-06-01
"2325","SDP","SAN JOAQUIN R NR DOS PALOS","CHLORPH","ug/L","event","SATELLITE",2009-12-03,2021-06-01
"2326","SDP","SAN JOAQUIN R NR DOS PALOS","EL COND","uS/cm","event","SATELLITE",2009-12-03,2021-06-01
"2327","SDP","SAN JOAQUIN R NR DOS PALOS","FLOW","CFS","event","COMPUTED",2009-12-03,2021-06-01
"2328","SDP","SAN JOAQUIN R NR DOS PALOS","RIV STG","FEET","event","SATELLITE",2009-11-16,2021-06-01
"2329","SDP","SAN JOAQUIN R NR DOS PALOS","TEMP W","DEG F","event","SATELLITE",2009-12-03,2021-06-01
"2330","SDP","SAN JOAQUIN R NR DOS PALOS","DIS OXY","MG/L","event","SATELLITE",2009-12-03,2021-06-01
"2331","SDP","SAN JOAQUIN R NR DOS PALOS","PH VAL","PH","event","SATELLITE",2009-12-03,2021-06-01
"2332","SDP","SAN JOAQUIN R NR DOS PALOS","TURB W","NTU","event","SATELLITE",2009-12-03,2021-06-01
"2333","SDP","SAN JOAQUIN R NR DOS PALOS","BAT VOL","VOLTS","hourly","SATELLITE",2009-12-03,2021-06-01
"2334","SDT","SACRAMENTO R AT DELTA","AJ 10%","AF","event","COMPUTED",1940-01-01,2021-06-01
"2335","SDT","SACRAMENTO R AT DELTA","AJ 50%","AF","event","COMPUTED",1957-04-01,2021-06-01
"2336","SDT","SACRAMENTO R AT DELTA","AJ 90%","AF","event","COMPUTED",1940-01-01,2021-06-01
"2337","SDT","SACRAMENTO R AT DELTA","WY 10%","AF","event","COMPUTED",1940-01-01,2021-06-01
"2338","SDT","SACRAMENTO R AT DELTA","WY 50%","AF","event","COMPUTED",1969-02-01,2021-06-01
"2339","SDT","SACRAMENTO R AT DELTA","WY 90%","AF","event","COMPUTED",1940-01-01,2021-06-01
"2340","SDT","SACRAMENTO R AT DELTA","MON FNF","AF","monthly","MANUAL ENTRY",1905-10-01,2021-06-01
"2341","SDT","SACRAMENTO R AT DELTA","MON FLO","AF","monthly","MANUAL ENTRY",1985-10-01,2021-06-01
"2342","SFH","SOUTH HONCUT CREEK NEAR BANGOR","BAT VOL","VOLTS","event","SATELLITE",2006-06-12,2021-06-01
"2343","SFH","SOUTH HONCUT CREEK NEAR BANGOR","FLOW","CFS","event","COMPUTED",2007-08-09,2021-06-01
"2344","SFH","SOUTH HONCUT CREEK NEAR BANGOR","RAINTIP","INCHES","event","SATELLITE",2006-11-27,2021-06-01
"2345","SFH","SOUTH HONCUT CREEK NEAR BANGOR","RIV STG","FEET","event","SATELLITE",2006-06-12,2021-06-01
"2346","SFH","SOUTH HONCUT CREEK NEAR BANGOR","TEMP","DEG F","event","SATELLITE",2006-11-27,2021-06-01
"2347","SGA","SUGAR CUT","EL COND","uS/cm","event","DATA XCHG-DWR DES",2015-03-19,2021-06-01
"2348","SGA","SUGAR CUT","FLOW","CFS","event","DATA XCHG-DWR DES",2014-04-22,2021-06-01
"2349","SGA","SUGAR CUT","RIV STG","FEET","event","DATA XCHG-DWR NCRO",2017-09-15,2021-06-01
"2350","SGA","SUGAR CUT","TEMP W","DEG F","event","DATA XCHG-DWR DES",2014-04-22,2021-06-01
"2351","SGA","SUGAR CUT","VLOCITY","FT/SEC","event","DATA XCHG-DWR DES",2014-04-22,2021-06-01
"2352","SHA","SHASTA DAM  (USBR)","DIS PWR","CFS","daily","DATA XCHG-USBR",2000-04-01,2021-06-01
"2353","SHA","SHASTA DAM  (USBR)","SPILL","CFS","daily","DATA XCHG-USBR",2000-04-01,2021-06-01
"2354","SHA","SHASTA DAM  (USBR)","RIV REL","CFS","daily","DATA XCHG-USBR",2000-04-01,2021-06-01
"2355","SHA","SHASTA DAM  (USBR)","EVAP","CFS","daily","DATA XCHG-USBR",1944-04-01,2021-06-01
"2356","SHA","SHASTA DAM  (USBR)","FNF","CFS","daily","DATA XCHG-USBR",1987-05-31,2021-06-01
"2357","SHA","SHASTA DAM  (USBR)","RAIN","INCHES","daily","COMPUTED",2003-10-01,2021-06-01
"2358","SHA","SHASTA DAM  (USBR)","PPT INC","INCHES","daily","DATA XCHG-USBR",1957-10-01,2021-06-01
"2359","SHA","SHASTA DAM  (USBR)","ABV TOC","AF","daily","COMPUTED",2010-01-01,2021-06-01
"2360","SHA","SHASTA DAM  (USBR)","RES ELE","FEET","daily","DATA XCHG-USBR",1985-01-01,2021-06-01
"2361","SHA","SHASTA DAM  (USBR)","INFLOW","CFS","daily","DATA XCHG-USBR",1994-01-01,2021-06-01
"2362","SHA","SHASTA DAM  (USBR)","OUTFLOW","CFS","daily","DATA XCHG-USBR",1987-01-05,2021-06-01
"2363","SHA","SHASTA DAM  (USBR)","STORAGE","AF","daily","DATA XCHG-USBR",1985-01-01,2021-06-01
"2364","SHA","SHASTA DAM  (USBR)","RES CHG","AF","daily","COMPUTED",1993-10-03,2021-06-01
"2365","SHA","SHASTA DAM  (USBR)","TOC STO","AF","daily","DATA XCHG-USACE SAC",2000-10-24,2021-06-01
"2366","SHA","SHASTA DAM  (USBR)","RES ELE","FEET","hourly","DATA XCHG-USBR",1993-12-09,2021-06-01
